"Year","State","PopCode","Sex","Age","AgeInterval","Deaths","LDB"
1982,"XX","99009","m",80,"5",3177,1
1982,"XX","99009","m",85,"+",3456,1
1982,"XX","99010","f",0,"1",9,1
1982,"XX","99010","f",1,"4",5,1
1982,"XX","99010","f",5,"5",3,1
1982,"XX","99010","f",20,"5",9,1
1982,"XX","99010","f",25,"5",9,1
1982,"XX","99010","f",30,"5",15,1
1982,"XX","99010","f",35,"5",4,1
1982,"XX","99010","f",40,"5",20,1
1982,"XX","99010","f",45,"5",7,1
1982,"XX","99010","f",50,"5",31,1
1982,"XX","99010","f",55,"5",35,1
1982,"XX","99010","f",60,"5",58,1
1982,"XX","99010","f",65,"5",102,1
1982,"XX","99010","f",70,"5",81,1
1982,"XX","99010","f",75,"5",100,1
1982,"XX","99010","f",80,"5",127,1
1982,"XX","99010","f",85,"+",278,1
1982,"XX","99010","m",0,"1",9,1
1982,"XX","99010","m",1,"4",1,1
1982,"XX","99010","m",5,"5",1,1
1982,"XX","99010","m",10,"5",5,1
1982,"XX","99010","m",15,"5",7,1
1982,"XX","99010","m",20,"5",7,1
1982,"XX","99010","m",25,"5",15,1
1982,"XX","99010","m",30,"5",20,1
1982,"XX","99010","m",35,"5",24,1
1982,"XX","99010","m",40,"5",21,1
1982,"XX","99010","m",45,"5",19,1
1982,"XX","99010","m",50,"5",42,1
1982,"XX","99010","m",55,"5",56,1
1982,"XX","99010","m",60,"5",65,1
1982,"XX","99010","m",65,"5",89,1
1982,"XX","99010","m",70,"5",97,1
1982,"XX","99010","m",75,"5",88,1
1982,"XX","99010","m",80,"5",110,1
1982,"XX","99010","m",85,"+",150,1
1982,"XX","99011","f",0,"1",6,1
1982,"XX","99011","f",5,"5",2,1
1982,"XX","99011","f",30,"5",2,1
1982,"XX","99011","f",35,"5",2,1
1982,"XX","99011","f",40,"5",0,1
1982,"XX","99011","f",45,"5",6,1
1982,"XX","99011","f",55,"5",14,1
1982,"XX","99011","f",60,"5",11,1
1982,"XX","99011","f",65,"5",24,1
1982,"XX","99011","f",70,"5",30,1
1982,"XX","99011","f",75,"5",44,1
1982,"XX","99011","f",80,"5",45,1
1982,"XX","99011","f",85,"+",98,1
1982,"XX","99011","m",0,"1",5,1
1982,"XX","99011","m",5,"5",3,1
1982,"XX","99011","m",15,"5",11,1
1982,"XX","99011","m",20,"5",3,1
1982,"XX","99011","m",30,"5",8,1
1982,"XX","99011","m",35,"5",5,1
1982,"XX","99011","m",40,"5",4,1
1982,"XX","99011","m",45,"5",9,1
1982,"XX","99011","m",50,"5",9,1
1982,"XX","99011","m",55,"5",18,1
1982,"XX","99011","m",60,"5",31,1
1982,"XX","99011","m",65,"5",38,1
1982,"XX","99011","m",70,"5",67,1
1982,"XX","99011","m",75,"5",59,1
1982,"XX","99011","m",80,"5",38,1
1982,"XX","99011","m",85,"+",36,1
1982,"XX","99012","f",0,"1",24,1
1982,"XX","99012","f",1,"4",1,1
1982,"XX","99012","f",10,"5",2,1
1982,"XX","99012","f",15,"5",11,1
1982,"XX","99012","f",20,"5",6,1
1982,"XX","99012","f",25,"5",13,1
1982,"XX","99012","f",30,"5",13,1
1982,"XX","99012","f",35,"5",13,1
1982,"XX","99012","f",40,"5",7,1
1982,"XX","99012","f",45,"5",13,1
1982,"XX","99012","f",50,"5",32,1
1982,"XX","99012","f",55,"5",45,1
1982,"XX","99012","f",60,"5",65,1
1982,"XX","99012","f",65,"5",81,1
1982,"XX","99012","f",70,"5",99,1
1982,"XX","99012","f",75,"5",107,1
1982,"XX","99012","f",80,"5",145,1
1982,"XX","99012","f",85,"+",265,1
1982,"XX","99012","m",0,"1",25,1
1982,"XX","99012","m",1,"4",5,1
1982,"XX","99012","m",5,"5",2,1
1982,"XX","99012","m",10,"5",4,1
1982,"XX","99012","m",15,"5",18,1
1982,"XX","99012","m",20,"5",42,1
1982,"XX","99012","m",25,"5",46,1
1982,"XX","99012","m",30,"5",24,1
1982,"XX","99012","m",35,"5",31,1
1982,"XX","99012","m",40,"5",18,1
1982,"XX","99012","m",45,"5",29,1
1982,"XX","99012","m",50,"5",47,1
1982,"XX","99012","m",55,"5",83,1
1982,"XX","99012","m",60,"5",78,1
1982,"XX","99012","m",65,"5",124,1
1982,"XX","99012","m",70,"5",138,1
1982,"XX","99012","m",75,"5",184,1
1982,"XX","99012","m",80,"5",101,1
1982,"XX","99012","m",85,"+",123,1
1982,"XX","99013","f",0,"1",1,1
1982,"XX","99013","f",10,"5",2,1
1982,"XX","99013","f",30,"5",3,1
1982,"XX","99013","f",35,"5",3,1
1982,"XX","99013","f",40,"5",3,1
1982,"XX","99013","f",45,"5",1,1
1982,"XX","99013","f",50,"5",6,1
1982,"XX","99013","f",55,"5",13,1
1982,"XX","99013","f",60,"5",29,1
1982,"XX","99013","f",65,"5",31,1
1982,"XX","99013","f",70,"5",40,1
1982,"XX","99013","f",75,"5",35,1
1982,"XX","99013","f",80,"5",20,1
1982,"XX","99013","f",85,"+",60,1
1982,"XX","99013","m",0,"1",5,1
1982,"XX","99013","m",10,"5",3,1
1982,"XX","99013","m",15,"5",3,1
1982,"XX","99013","m",20,"5",9,1
1982,"XX","99013","m",25,"5",7,1
1982,"XX","99013","m",30,"5",3,1
1982,"XX","99013","m",35,"5",3,1
1982,"XX","99013","m",45,"5",11,1
1982,"XX","99013","m",50,"5",10,1
1982,"XX","99013","m",55,"5",11,1
1982,"XX","99013","m",60,"5",26,1
1982,"XX","99013","m",65,"5",23,1
1982,"XX","99013","m",70,"5",63,1
1982,"XX","99013","m",75,"5",41,1
1982,"XX","99013","m",80,"5",40,1
1982,"XX","99013","m",85,"+",47,1
1982,"XX","99014","f",0,"1",12,1
1982,"XX","99014","f",1,"4",3,1
1982,"XX","99014","f",15,"5",2,1
1982,"XX","99014","f",20,"5",6,1
1982,"XX","99014","f",25,"5",2,1
1982,"XX","99014","f",30,"5",3,1
1982,"XX","99014","f",35,"5",3,1
1982,"XX","99014","f",45,"5",11,1
1982,"XX","99014","f",50,"5",14,1
1982,"XX","99014","f",55,"5",17,1
1982,"XX","99014","f",60,"5",42,1
1982,"XX","99014","f",65,"5",41,1
1982,"XX","99014","f",70,"5",59,1
1982,"XX","99014","f",75,"5",46,1
1982,"XX","99014","f",80,"5",60,1
1982,"XX","99014","f",85,"+",108,1
1982,"XX","99014","m",0,"1",16,1
1982,"XX","99014","m",1,"4",1,1
1982,"XX","99014","m",5,"5",1,1
1982,"XX","99014","m",10,"5",2,1
1982,"XX","99014","m",15,"5",8,1
1982,"XX","99014","m",20,"5",9,1
1982,"XX","99014","m",25,"5",15,1
1982,"XX","99014","m",30,"5",11,1
1982,"XX","99014","m",35,"5",9,1
1982,"XX","99014","m",40,"5",7,1
1982,"XX","99014","m",45,"5",24,1
1982,"XX","99014","m",50,"5",30,1
1982,"XX","99014","m",55,"5",31,1
1982,"XX","99014","m",60,"5",44,1
1982,"XX","99014","m",65,"5",58,1
1982,"XX","99014","m",70,"5",70,1
1982,"XX","99014","m",75,"5",78,1
1982,"XX","99014","m",80,"5",62,1
1982,"XX","99014","m",85,"+",89,1
1982,"XX","99015","f",0,"1",45,1
1982,"XX","99015","f",1,"4",6,1
1982,"XX","99015","f",5,"5",9,1
1982,"XX","99015","f",10,"5",2,1
1982,"XX","99015","f",15,"5",17,1
1982,"XX","99015","f",20,"5",26,1
1982,"XX","99015","f",25,"5",33,1
1982,"XX","99015","f",30,"5",27,1
1982,"XX","99015","f",35,"5",34,1
1982,"XX","99015","f",40,"5",38,1
1982,"XX","99015","f",45,"5",65,1
1982,"XX","99015","f",50,"5",100,1
1982,"XX","99015","f",55,"5",175,1
1982,"XX","99015","f",60,"5",261,1
1982,"XX","99015","f",65,"5",274,1
1982,"XX","99015","f",70,"5",299,1
1982,"XX","99015","f",75,"5",344,1
1982,"XX","99015","f",80,"5",359,1
1982,"XX","99015","f",85,"+",658,1
1982,"XX","99015","m",0,"1",76,1
1982,"XX","99015","m",1,"4",10,1
1982,"XX","99015","m",5,"5",18,1
1982,"XX","99015","m",10,"5",15,1
1982,"XX","99015","m",15,"5",46,1
1982,"XX","99015","m",20,"5",54,1
1982,"XX","99015","m",25,"5",79,1
1982,"XX","99015","m",30,"5",67,1
1982,"XX","99015","m",35,"5",61,1
1982,"XX","99015","m",40,"5",57,1
1982,"XX","99015","m",45,"5",130,1
1982,"XX","99015","m",50,"5",182,1
1982,"XX","99015","m",55,"5",270,1
1982,"XX","99015","m",60,"5",321,1
1982,"XX","99015","m",65,"5",428,1
1982,"XX","99015","m",70,"5",453,1
1982,"XX","99015","m",75,"5",400,1
1982,"XX","99015","m",80,"5",342,1
1982,"XX","99015","m",85,"+",353,1
1982,"XX","99016","f",0,"1",101,1
1982,"XX","99016","f",1,"4",8,1
1982,"XX","99016","f",5,"5",3,1
1982,"XX","99016","f",10,"5",6,1
1982,"XX","99016","f",15,"5",30,1
1982,"XX","99016","f",20,"5",35,1
1982,"XX","99016","f",25,"5",27,1
1982,"XX","99016","f",30,"5",46,1
1982,"XX","99016","f",35,"5",33,1
1982,"XX","99016","f",40,"5",39,1
1982,"XX","99016","f",45,"5",63,1
1982,"XX","99016","f",50,"5",113,1
1982,"XX","99016","f",55,"5",145,1
1982,"XX","99016","f",60,"5",242,1
1982,"XX","99016","f",65,"5",308,1
1982,"XX","99016","f",70,"5",359,1
1982,"XX","99016","f",75,"5",422,1
1982,"XX","99016","f",80,"5",474,1
1982,"XX","99016","f",85,"+",833,1
1982,"XX","99016","m",0,"1",127,1
1982,"XX","99016","m",1,"4",31,1
1982,"XX","99016","m",5,"5",13,1
1982,"XX","99016","m",10,"5",12,1
1982,"XX","99016","m",15,"5",75,1
1982,"XX","99016","m",20,"5",97,1
1982,"XX","99016","m",25,"5",77,1
1982,"XX","99016","m",30,"5",83,1
1982,"XX","99016","m",35,"5",68,1
1982,"XX","99016","m",40,"5",69,1
1982,"XX","99016","m",45,"5",122,1
1982,"XX","99016","m",50,"5",155,1
1982,"XX","99016","m",55,"5",267,1
1982,"XX","99016","m",60,"5",408,1
1982,"XX","99016","m",65,"5",461,1
1982,"XX","99016","m",70,"5",473,1
1982,"XX","99016","m",75,"5",540,1
1982,"XX","99016","m",80,"5",436,1
1982,"XX","99016","m",85,"+",472,1
1982,"XX","99017","f",0,"1",38,1
1982,"XX","99017","f",1,"4",7,1
1982,"XX","99017","f",5,"5",3,1
1982,"XX","99017","f",10,"5",4,1
1982,"XX","99017","f",15,"5",1,1
1982,"XX","99017","f",20,"5",18,1
1982,"XX","99017","f",25,"5",29,1
1982,"XX","99017","f",30,"5",45,1
1982,"XX","99017","f",35,"5",29,1
1982,"XX","99017","f",40,"5",47,1
1982,"XX","99017","f",45,"5",48,1
1982,"XX","99017","f",50,"5",88,1
1982,"XX","99017","f",55,"5",200,1
1982,"XX","99017","f",60,"5",173,1
1982,"XX","99017","f",65,"5",354,1
1982,"XX","99017","f",70,"5",397,1
1982,"XX","99017","f",75,"5",463,1
1982,"XX","99017","f",80,"5",586,1
1982,"XX","99017","f",85,"+",995,1
1982,"XX","99017","m",0,"1",76,1
1982,"XX","99017","m",1,"4",9,1
1982,"XX","99017","m",5,"5",6,1
1982,"XX","99017","m",10,"5",11,1
1982,"XX","99017","m",15,"5",24,1
1982,"XX","99017","m",20,"5",35,1
1982,"XX","99017","m",25,"5",88,1
1982,"XX","99017","m",30,"5",94,1
1982,"XX","99017","m",35,"5",102,1
1982,"XX","99017","m",40,"5",96,1
1982,"XX","99017","m",45,"5",165,1
1982,"XX","99017","m",50,"5",204,1
1982,"XX","99017","m",55,"5",277,1
1982,"XX","99017","m",60,"5",364,1
1982,"XX","99017","m",65,"5",443,1
1982,"XX","99017","m",70,"5",553,1
1982,"XX","99017","m",75,"5",589,1
1982,"XX","99017","m",80,"5",487,1
1982,"XX","99017","m",85,"+",533,1
1982,"XX","99018","f",0,"1",2,1
1982,"XX","99018","f",1,"4",2,1
1982,"XX","99018","f",5,"5",2,1
1982,"XX","99018","f",15,"5",2,1
1982,"XX","99018","f",20,"5",5,1
1982,"XX","99018","f",25,"5",9,1
1982,"XX","99018","f",30,"5",3,1
1982,"XX","99018","f",35,"5",8,1
1982,"XX","99018","f",40,"5",8,1
1982,"XX","99018","f",45,"5",12,1
1982,"XX","99018","f",50,"5",25,1
1982,"XX","99018","f",55,"5",14,1
1982,"XX","99018","f",60,"5",39,1
1982,"XX","99018","f",65,"5",77,1
1982,"XX","99018","f",70,"5",85,1
1982,"XX","99018","f",75,"5",79,1
1982,"XX","99018","f",80,"5",71,1
1982,"XX","99018","f",85,"+",183,1
1982,"XX","99018","m",0,"1",8,1
1982,"XX","99018","m",1,"4",3,1
1982,"XX","99018","m",5,"5",2,1
1982,"XX","99018","m",15,"5",12,1
1982,"XX","99018","m",20,"5",18,1
1982,"XX","99018","m",25,"5",11,1
1982,"XX","99018","m",30,"5",11,1
1982,"XX","99018","m",35,"5",5,1
1982,"XX","99018","m",40,"5",11,1
1982,"XX","99018","m",45,"5",15,1
1982,"XX","99018","m",50,"5",18,1
1982,"XX","99018","m",55,"5",48,1
1982,"XX","99018","m",60,"5",66,1
1982,"XX","99018","m",65,"5",97,1
1982,"XX","99018","m",70,"5",95,1
1982,"XX","99018","m",75,"5",98,1
1982,"XX","99018","m",80,"5",110,1
1982,"XX","99018","m",85,"+",130,1
1982,"XX","99019","f",0,"1",13,1
1982,"XX","99019","f",1,"4",3,1
1982,"XX","99019","f",5,"5",1,1
1982,"XX","99019","f",10,"5",3,1
1982,"XX","99019","f",15,"5",5,1
1982,"XX","99019","f",20,"5",10,1
1982,"XX","99019","f",25,"5",3,1
1982,"XX","99019","f",30,"5",8,1
1982,"XX","99019","f",35,"5",11,1
1982,"XX","99019","f",40,"5",15,1
1982,"XX","99019","f",45,"5",24,1
1982,"XX","99019","f",50,"5",21,1
1982,"XX","99019","f",55,"5",57,1
1982,"XX","99019","f",60,"5",61,1
1982,"XX","99019","f",65,"5",102,1
1982,"XX","99019","f",70,"5",125,1
1982,"XX","99019","f",75,"5",145,1
1982,"XX","99019","f",80,"5",194,1
1982,"XX","99019","f",85,"+",389,1
1982,"XX","99019","m",0,"1",17,1
1982,"XX","99019","m",1,"4",5,1
1982,"XX","99019","m",10,"5",2,1
1982,"XX","99019","m",15,"5",2,1
1982,"XX","99019","m",20,"5",35,1
1982,"XX","99019","m",25,"5",41,1
1982,"XX","99019","m",30,"5",10,1
1982,"XX","99019","m",35,"5",9,1
1982,"XX","99019","m",40,"5",24,1
1982,"XX","99019","m",45,"5",47,1
1982,"XX","99019","m",50,"5",43,1
1982,"XX","99019","m",55,"5",61,1
1982,"XX","99019","m",60,"5",83,1
1982,"XX","99019","m",65,"5",129,1
1982,"XX","99019","m",70,"5",178,1
1982,"XX","99019","m",75,"5",141,1
1982,"XX","99019","m",80,"5",126,1
1982,"XX","99019","m",85,"+",195,1
1982,"XX","99020","f",0,"1",7,1
1982,"XX","99020","f",5,"5",2,1
1982,"XX","99020","f",10,"5",3,1
1982,"XX","99020","f",15,"5",3,1
1982,"XX","99020","f",20,"5",9,1
1982,"XX","99020","f",25,"5",8,1
1982,"XX","99020","f",30,"5",10,1
1982,"XX","99020","f",35,"5",8,1
1982,"XX","99020","f",40,"5",19,1
1982,"XX","99020","f",45,"5",9,1
1982,"XX","99020","f",50,"5",11,1
1982,"XX","99020","f",55,"5",36,1
1982,"XX","99020","f",60,"5",40,1
